Time,Lat,Long
2024-03-13 09:32:18.461368,33.812629333333334,-84.16074466666667
2024-03-13 09:32:19.458801,33.812630666666664,-84.160744
2024-03-13 09:32:20.454874,33.8126345,-84.16074116666667
2024-03-13 09:32:21.451630,33.8126375,-84.16073866666666
2024-03-13 09:32:22.451419,33.812637333333335,-84.1607375
2024-03-13 09:32:23.454351,33.81263916666666,-84.160735
2024-03-13 09:32:24.459689,33.8126375,-84.16072266666667
2024-03-13 09:32:25.453604,33.812638,-84.16070883333333
2024-03-13 09:32:26.460485,33.8126375,-84.16069533333334
2024-03-13 09:32:27.456878,33.812636499999996,-84.16068166666666
2024-03-13 09:32:28.456657,33.8126375,-84.1606685
2024-03-13 09:32:29.456294,33.81263916666666,-84.16065583333334
2024-03-13 09:32:30.459168,33.8126395,-84.1606445
2024-03-13 09:32:31.454071,33.812638666666665,-84.16063383333334
2024-03-13 09:32:32.457442,33.8126375,-84.16062783333334
2024-03-13 09:32:33.452978,33.812638666666665,-84.16062816666667
2024-03-13 09:32:34.455151,33.81263833333333,-84.16062733333334
2024-03-13 09:32:35.452424,33.8126405,-84.16062783333334
2024-03-13 09:32:36.455509,33.8126375,-84.16062866666667
2024-03-13 09:32:37.457236,33.812636833333336,-84.16062816666667
2024-03-13 09:32:38.457193,33.81263783333333,-84.16062466666666
2024-03-13 09:32:39.457515,33.812638,-84.1606225
2024-03-13 09:32:40.454410,33.8126395,-84.16062033333333
2024-03-13 09:32:41.458205,33.8126405,-84.16061883333333
2024-03-13 09:32:42.458138,33.81263833333333,-84.1606195
2024-03-13 09:32:43.457514,33.812638166666666,-84.16061966666666
2024-03-13 09:32:44.458094,33.81263766666667,-84.16061883333333
2024-03-13 09:32:45.453287,33.81263666666667,-84.16062
2024-03-13 09:32:46.450249,33.8126335,-84.16062133333334
2024-03-13 09:32:47.456822,33.812634,-84.16062383333333
2024-03-13 09:32:48.454004,33.8126355,-84.16062533333333
2024-03-13 09:32:49.453005,33.812636833333336,-84.16062583333333
2024-03-13 09:32:50.452316,33.81263766666667,-84.16062666666667
2024-03-13 09:32:51.454641,33.8126385,-84.16062766666667
2024-03-13 09:32:52.452847,33.81263916666666,-84.16062866666667
2024-03-13 09:32:53.453989,33.812641,-84.16062933333333
2024-03-13 09:32:54.455206,33.812642,-84.160631
2024-03-13 09:32:55.453169,33.812642333333336,-84.1606335
2024-03-13 09:32:56.454838,33.81264266666667,-84.160636
2024-03-13 09:32:57.452667,33.8126435,-84.160639
2024-03-13 09:32:58.453082,33.812644166666665,-84.1606415
2024-03-13 09:32:59.450400,33.812645333333336,-84.16064266666666
2024-03-13 09:33:00.452364,33.81264616666667,-84.16064283333333
2024-03-13 09:33:01.455793,33.8126465,-84.160643
2024-03-13 09:33:02.453760,33.812646666666666,-84.16064316666667
2024-03-13 09:33:03.451998,33.812647166666665,-84.1606435
2024-03-13 09:33:04.459804,33.81264783333334,-84.16064383333334
2024-03-13 09:33:05.456539,33.81264916666667,-84.160644
2024-03-13 09:33:06.453292,33.81265116666667,-84.16064316666667
2024-03-13 09:33:07.454279,33.81265233333333,-84.16064183333333
2024-03-13 09:33:08.452203,33.812651833333334,-84.16064116666666
2024-03-13 09:33:09.453652,33.81265033333333,-84.16064016666667
2024-03-13 09:33:10.455751,33.812648,-84.16063883333334
2024-03-13 09:33:11.459872,33.81264783333334,-84.16063733333333
2024-03-13 09:33:12.454317,33.8126465,-84.16063616666666
2024-03-13 09:33:13.455409,33.812645,-84.16063533333333
2024-03-13 09:33:14.455742,33.81264266666667,-84.160634
2024-03-13 09:33:15.454285,33.8126405,-84.160633
2024-03-13 09:33:16.451870,33.812638666666665,-84.16063216666667
2024-03-13 09:33:17.454310,33.812636499999996,-84.16063166666666
2024-03-13 09:33:18.454425,33.81263516666667,-84.16063166666666
2024-03-13 09:33:19.456680,33.81263366666667,-84.16063166666666
2024-03-13 09:33:20.452562,33.81263216666667,-84.16063116666666
2024-03-13 09:33:21.453222,33.81263083333333,-84.1606305
2024-03-13 09:33:22.453664,33.8126295,-84.16063
2024-03-13 09:33:23.453105,33.8126285,-84.16062983333333
2024-03-13 09:33:24.449756,33.81262733333333,-84.1606295
2024-03-13 09:33:25.455731,33.812626333333334,-84.160629
2024-03-13 09:33:26.458130,33.81262533333334,-84.16062833333334
2024-03-13 09:33:27.454145,33.812624666666665,-84.160628
2024-03-13 09:33:28.452688,33.81262366666667,-84.1606275
2024-03-13 09:33:29.452237,33.8126235,-84.16062716666667
2024-03-13 09:33:30.453500,33.812623333333335,-84.1606265
2024-03-13 09:33:31.452653,33.81262266666667,-84.16062583333333
2024-03-13 09:33:32.455506,33.812621666666665,-84.16062516666666
2024-03-13 09:33:33.454296,33.81262133333333,-84.16062416666666
2024-03-13 09:33:34.454808,33.81262066666667,-84.160624
2024-03-13 09:33:35.452764,33.8126195,-84.16062383333333
2024-03-13 09:33:36.454762,33.81261816666667,-84.16062333333333
2024-03-13 09:33:37.457565,33.81261716666667,-84.16062316666667
2024-03-13 09:33:38.452470,33.812616166666665,-84.160623
2024-03-13 09:33:39.453705,33.81261516666667,-84.1606235
2024-03-13 09:33:40.452361,33.81261466666667,-84.16062366666667
2024-03-13 09:33:41.453831,33.812613666666664,-84.16062433333333
2024-03-13 09:33:42.453860,33.812613,-84.16062533333333
2024-03-13 09:33:43.453731,33.812611833333335,-84.16062633333334
2024-03-13 09:33:44.453683,33.81261033333333,-84.16062733333334
2024-03-13 09:33:45.453864,33.8126095,-84.160628
2024-03-13 09:33:46.457790,33.81260866666667,-84.160628
2024-03-13 09:33:47.454026,33.812607166666666,-84.16062833333334
2024-03-13 09:33:48.453364,33.81260616666667,-84.16062833333334
2024-03-13 09:33:49.455654,33.81260533333333,-84.160628
2024-03-13 09:33:50.453938,33.81260483333333,-84.16062816666667
2024-03-13 09:33:51.452657,33.812604666666665,-84.16062966666667
2024-03-13 09:33:52.452673,33.81260483333333,-84.16063033333333
2024-03-13 09:33:53.451725,33.81260416666667,-84.16063033333333
2024-03-13 09:33:54.454559,33.81260366666667,-84.1606305
2024-03-13 09:33:55.454495,33.81260366666667,-84.16063066666666
2024-03-13 09:33:56.458204,33.812603833333334,-84.160631
2024-03-13 09:33:57.455531,33.81260416666667,-84.16063133333333
2024-03-13 09:33:58.454578,33.8126045,-84.160632
2024-03-13 09:33:59.455999,33.812605,-84.16063233333334
2024-03-13 09:34:00.452993,33.81260566666667,-84.1606325
2024-03-13 09:34:01.452368,33.81260616666667,-84.16063283333334
2024-03-13 09:34:02.452577,33.8126065,-84.160633
2024-03-13 09:34:03.454633,33.812607,-84.16063333333334
2024-03-13 09:34:04.454485,33.81260733333333,-84.16063333333334
2024-03-13 09:34:05.452600,33.812607666666665,-84.1606335
2024-03-13 09:34:06.451313,33.812608166666664,-84.16063316666667
2024-03-13 09:34:07.453697,33.81260833333333,-84.160633
2024-03-13 09:34:08.453653,33.8126085,-84.16063266666667
2024-03-13 09:34:09.453012,33.812608833333336,-84.16063266666667
2024-03-13 09:34:10.453289,33.812609,-84.16063233333334
2024-03-13 09:34:11.453847,33.812609333333334,-84.16063216666667
2024-03-13 09:34:12.453216,33.812608833333336,-84.16063183333333
2024-03-13 09:34:13.452969,33.812608,-84.160632
2024-03-13 09:34:14.452568,33.8126075,-84.16063233333334
2024-03-13 09:34:15.459278,33.8126075,-84.16063283333334
2024-03-13 09:34:16.452699,33.812607166666666,-84.160633
2024-03-13 09:34:17.453165,33.812607166666666,-84.160633
2024-03-13 09:34:18.454179,33.812607,-84.160633
2024-03-13 09:34:19.451987,33.812606833333334,-84.160633
2024-03-13 09:34:20.452426,33.812606333333335,-84.16063316666667
2024-03-13 09:34:21.452374,33.81260566666667,-84.16063333333334
2024-03-13 09:34:22.453628,33.812605166666664,-84.16063366666667
2024-03-13 09:34:23.451172,33.812604666666665,-84.16063383333334
2024-03-13 09:34:24.451906,33.81260433333333,-84.16063433333333
2024-03-13 09:34:25.452462,33.812604,-84.16063483333333
2024-03-13 09:34:26.457277,33.81260366666667,-84.16063566666666
2024-03-13 09:34:27.454498,33.812603333333335,-84.1606365
2024-03-13 09:34:28.452181,33.81260316666667,-84.1606375
